"Statistic Label","Month","Industry Sector NACE Rev 2","UNIT","VALUE"
"Export Industrial Price Index (Excl VAT)","2023 February","Wearing apparel (14)","Base Year 2021=100","111.1584831"
"Export Industrial Price Index (Excl VAT)","2023 February","Leather and related products (15)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2023 February","Wood and wood products, except furniture (16)","Base Year 2021=100","137.2402555"
"Export Industrial Price Index (Excl VAT)","2023 February","Paper and paper products (17)","Base Year 2021=100","100.637804"
"Export Industrial Price Index (Excl VAT)","2023 February","Printing and reproduction of recorded media (18)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2023 February","Coke and refined petroleum products (19)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2023 February","Chemicals and chemical products (20)","Base Year 2021=100","104.7124172"
"Export Industrial Price Index (Excl VAT)","2023 February","Basic pharmaceutical products and preparations (21)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2023 February","Rubber and plastic products (22)","Base Year 2021=100","127.5664912"
"Export Industrial Price Index (Excl VAT)","2023 February","Other non-metallic mineral products (23)","Base Year 2021=100","109.7744393"
"Export Industrial Price Index (Excl VAT)","2023 February","Basic metals (24)","Base Year 2021=100","111.9484596"
"Export Industrial Price Index (Excl VAT)","2023 February","Fabricated metal products, except machinery and equipment (25)","Base Year 2021=100","112.3558326"
"Export Industrial Price Index (Excl VAT)","2023 February","Computer, electronic and optical products (26)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2023 February","Electrical equipment (27)","Base Year 2021=100","122.107162"
"Export Industrial Price Index (Excl VAT)","2023 February","Machinery and equipment n.e.c. (28)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2023 February","Motor vehicles, trailers and semi-trailers (29)","Base Year 2021=100","100.3816423"
"Export Industrial Price Index (Excl VAT)","2023 February","Other transport equipment (30)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2023 February","Furniture (31)","Base Year 2021=100","117.4129086"
"Export Industrial Price Index (Excl VAT)","2023 February","Other manufacturing (32)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2023 February","Mining and quarrying (05 to 09)","Base Year 2021=100","101.3770888"
"Export Industrial Price Index (Excl VAT)","2023 February","Repair and installation of machinery and equipment (33)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2023 March","Food products (10)","Base Year 2021=100","111.40201"
"Export Industrial Price Index (Excl VAT)","2023 March","Manufacture of beverages (11)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2023 March","Tobacco products (12)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2023 March","Textiles (13)","Base Year 2021=100","101.0384856"
"Export Industrial Price Index (Excl VAT)","2023 March","Wearing apparel (14)","Base Year 2021=100","111.2165504"
"Export Industrial Price Index (Excl VAT)","2023 March","Leather and related products (15)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2023 March","Wood and wood products, except furniture (16)","Base Year 2021=100","137.9060281"
"Export Industrial Price Index (Excl VAT)","2023 March","Paper and paper products (17)","Base Year 2021=100","101.240689"
"Export Industrial Price Index (Excl VAT)","2023 March","Printing and reproduction of recorded media (18)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2023 March","Coke and refined petroleum products (19)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2023 March","Chemicals and chemical products (20)","Base Year 2021=100","104.9685986"
"Export Industrial Price Index (Excl VAT)","2023 March","Basic pharmaceutical products and preparations (21)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2023 March","Rubber and plastic products (22)","Base Year 2021=100","128.7972209"
"Export Industrial Price Index (Excl VAT)","2023 March","Other non-metallic mineral products (23)","Base Year 2021=100","109.7930313"
"Export Industrial Price Index (Excl VAT)","2023 March","Basic metals (24)","Base Year 2021=100","113.504227"
"Export Industrial Price Index (Excl VAT)","2023 March","Fabricated metal products, except machinery and equipment (25)","Base Year 2021=100","114.568573"
"Export Industrial Price Index (Excl VAT)","2023 March","Computer, electronic and optical products (26)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2023 March","Electrical equipment (27)","Base Year 2021=100","122.3398279"
"Export Industrial Price Index (Excl VAT)","2023 March","Machinery and equipment n.e.c. (28)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2023 March","Motor vehicles, trailers and semi-trailers (29)","Base Year 2021=100","100.381687"
"Export Industrial Price Index (Excl VAT)","2023 March","Other transport equipment (30)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2023 March","Furniture (31)","Base Year 2021=100","116.5971505"
"Export Industrial Price Index (Excl VAT)","2023 March","Other manufacturing (32)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2023 March","Mining and quarrying (05 to 09)","Base Year 2021=100","102.6806243"
"Export Industrial Price Index (Excl VAT)","2023 March","Repair and installation of machinery and equipment (33)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2023 April","Food products (10)","Base Year 2021=100","109.2566426"
"Export Industrial Price Index (Excl VAT)","2023 April","Manufacture of beverages (11)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2023 April","Tobacco products (12)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2023 April","Textiles (13)","Base Year 2021=100","101.0324297"
"Export Industrial Price Index (Excl VAT)","2023 April","Wearing apparel (14)","Base Year 2021=100","111.1722306"
"Export Industrial Price Index (Excl VAT)","2023 April","Leather and related products (15)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2023 April","Wood and wood products, except furniture (16)","Base Year 2021=100","136.9687575"
"Export Industrial Price Index (Excl VAT)","2023 April","Paper and paper products (17)","Base Year 2021=100","100.7805382"
"Export Industrial Price Index (Excl VAT)","2023 April","Printing and reproduction of recorded media (18)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2023 April","Coke and refined petroleum products (19)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2023 April","Chemicals and chemical products (20)","Base Year 2021=100","104.2887264"
"Export Industrial Price Index (Excl VAT)","2023 April","Basic pharmaceutical products and preparations (21)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2023 April","Rubber and plastic products (22)","Base Year 2021=100","128.2748729"
"Export Industrial Price Index (Excl VAT)","2023 April","Other non-metallic mineral products (23)","Base Year 2021=100","109.749004"
"Export Industrial Price Index (Excl VAT)","2023 April","Basic metals (24)","Base Year 2021=100","112.1513821"
"Export Industrial Price Index (Excl VAT)","2023 April","Fabricated metal products, except machinery and equipment (25)","Base Year 2021=100","113.7892603"
"Export Industrial Price Index (Excl VAT)","2023 April","Computer, electronic and optical products (26)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2023 April","Electrical equipment (27)","Base Year 2021=100","121.9207881"
"Export Industrial Price Index (Excl VAT)","2023 April","Machinery and equipment n.e.c. (28)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2023 April","Motor vehicles, trailers and semi-trailers (29)","Base Year 2021=100","100.3816529"
"Export Industrial Price Index (Excl VAT)","2023 April","Other transport equipment (30)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2023 April","Furniture (31)","Base Year 2021=100","116.4029567"
"Export Industrial Price Index (Excl VAT)","2023 April","Other manufacturing (32)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2023 April","Mining and quarrying (05 to 09)","Base Year 2021=100","98.44285003"
"Export Industrial Price Index (Excl VAT)","2023 April","Repair and installation of machinery and equipment (33)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2023 May","Food products (10)","Base Year 2021=100","109.955353"
"Export Industrial Price Index (Excl VAT)","2023 May","Manufacture of beverages (11)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2023 May","Tobacco products (12)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2023 May","Textiles (13)","Base Year 2021=100","101.0400663"
"Export Industrial Price Index (Excl VAT)","2023 May","Wearing apparel (14)","Base Year 2021=100","111.2281186"
"Export Industrial Price Index (Excl VAT)","2023 May","Leather and related products (15)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2023 May","Wood and wood products, except furniture (16)","Base Year 2021=100","136.4634585"
"Export Industrial Price Index (Excl VAT)","2023 May","Paper and paper products (17)","Base Year 2021=100","101.360797"
"Export Industrial Price Index (Excl VAT)","2023 May","Printing and reproduction of recorded media (18)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2023 May","Coke and refined petroleum products (19)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2023 May","Chemicals and chemical products (20)","Base Year 2021=100","104.5327647"
"Export Industrial Price Index (Excl VAT)","2023 May","Basic pharmaceutical products and preparations (21)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2023 May","Rubber and plastic products (22)","Base Year 2021=100","128.8909418"
"Export Industrial Price Index (Excl VAT)","2023 May","Other non-metallic mineral products (23)","Base Year 2021=100","109.8935812"
"Export Industrial Price Index (Excl VAT)","2023 May","Basic metals (24)","Base Year 2021=100","113.6592743"
"Export Industrial Price Index (Excl VAT)","2023 May","Fabricated metal products, except machinery and equipment (25)","Base Year 2021=100","114.5762309"
"Export Industrial Price Index (Excl VAT)","2023 May","Computer, electronic and optical products (26)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2023 May","Electrical equipment (27)","Base Year 2021=100","122.1597104"
"Export Industrial Price Index (Excl VAT)","2023 May","Machinery and equipment n.e.c. (28)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2023 May","Motor vehicles, trailers and semi-trailers (29)","Base Year 2021=100","100.3816959"
"Export Industrial Price Index (Excl VAT)","2023 May","Other transport equipment (30)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2023 May","Furniture (31)","Base Year 2021=100","116.6478387"
"Export Industrial Price Index (Excl VAT)","2023 May","Other manufacturing (32)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2023 May","Mining and quarrying (05 to 09)","Base Year 2021=100","98.91166825"
"Export Industrial Price Index (Excl VAT)","2023 May","Repair and installation of machinery and equipment (33)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2023 June","Food products (10)","Base Year 2021=100","109.4028805"
"Export Industrial Price Index (Excl VAT)","2023 June","Manufacture of beverages (11)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2023 June","Tobacco products (12)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2023 June","Textiles (13)","Base Year 2021=100","103.8335359"
"Export Industrial Price Index (Excl VAT)","2023 June","Wearing apparel (14)","Base Year 2021=100","111.2813574"
"Export Industrial Price Index (Excl VAT)","2023 June","Leather and related products (15)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2023 June","Wood and wood products, except furniture (16)","Base Year 2021=100","136.1662893"
"Export Industrial Price Index (Excl VAT)","2023 June","Paper and paper products (17)","Base Year 2021=100","101.91355"
"Export Industrial Price Index (Excl VAT)","2023 June","Printing and reproduction of recorded media (18)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2023 June","Coke and refined petroleum products (19)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2023 June","Chemicals and chemical products (20)","Base Year 2021=100","104.7151472"
"Export Industrial Price Index (Excl VAT)","2023 June","Basic pharmaceutical products and preparations (21)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2023 June","Rubber and plastic products (22)","Base Year 2021=100","128.3035021"
"Export Industrial Price Index (Excl VAT)","2023 June","Other non-metallic mineral products (23)","Base Year 2021=100","109.8406512"
"Export Industrial Price Index (Excl VAT)","2023 June","Basic metals (24)","Base Year 2021=100","115.2416102"
"Export Industrial Price Index (Excl VAT)","2023 June","Fabricated metal products, except machinery and equipment (25)","Base Year 2021=100","114.7682429"
"Export Industrial Price Index (Excl VAT)","2023 June","Computer, electronic and optical products (26)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2023 June","Electrical equipment (27)","Base Year 2021=100","122.3183563"
"Export Industrial Price Index (Excl VAT)","2023 June","Machinery and equipment n.e.c. (28)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2023 June","Motor vehicles, trailers and semi-trailers (29)","Base Year 2021=100","100.3817364"
"Export Industrial Price Index (Excl VAT)","2023 June","Other transport equipment (30)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2023 June","Furniture (31)","Base Year 2021=100","112.380413"
"Export Industrial Price Index (Excl VAT)","2023 June","Other manufacturing (32)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2023 June","Mining and quarrying (05 to 09)","Base Year 2021=100","99.38566421"
"Export Industrial Price Index (Excl VAT)","2023 June","Repair and installation of machinery and equipment (33)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2023 July","Food products (10)","Base Year 2021=100","106.4025949"
"Export Industrial Price Index (Excl VAT)","2023 July","Manufacture of beverages (11)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2023 July","Tobacco products (12)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2023 July","Textiles (13)","Base Year 2021=100","103.833326"
"Export Industrial Price Index (Excl VAT)","2023 July","Wearing apparel (14)","Base Year 2021=100","111.2798211"
"Export Industrial Price Index (Excl VAT)","2023 July","Leather and related products (15)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2023 July","Wood and wood products, except furniture (16)","Base Year 2021=100","134.1406239"
"Export Industrial Price Index (Excl VAT)","2023 July","Paper and paper products (17)","Base Year 2021=100","102.6086307"
"Export Industrial Price Index (Excl VAT)","2023 July","Printing and reproduction of recorded media (18)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2023 July","Coke and refined petroleum products (19)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2023 July","Chemicals and chemical products (20)","Base Year 2021=100","104.2411711"
"Export Industrial Price Index (Excl VAT)","2023 July","Basic pharmaceutical products and preparations (21)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2023 July","Rubber and plastic products (22)","Base Year 2021=100","128.3368962"
"Export Industrial Price Index (Excl VAT)","2023 July","Other non-metallic mineral products (23)","Base Year 2021=100","109.9470048"
"Export Industrial Price Index (Excl VAT)","2023 July","Basic metals (24)","Base Year 2021=100","115.5439112"
"Export Industrial Price Index (Excl VAT)","2023 July","Fabricated metal products, except machinery and equipment (25)","Base Year 2021=100","114.5832379"
"Export Industrial Price Index (Excl VAT)","2023 July","Computer, electronic and optical products (26)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2023 July","Electrical equipment (27)","Base Year 2021=100","122.0688921"
"Export Industrial Price Index (Excl VAT)","2023 July","Machinery and equipment n.e.c. (28)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2023 July","Motor vehicles, trailers and semi-trailers (29)","Base Year 2021=100","100.3817353"
"Export Industrial Price Index (Excl VAT)","2023 July","Other transport equipment (30)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2023 July","Furniture (31)","Base Year 2021=100","112.3736817"
"Export Industrial Price Index (Excl VAT)","2023 July","Other manufacturing (32)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2023 July","Mining and quarrying (05 to 09)","Base Year 2021=100","96.19571645"
"Export Industrial Price Index (Excl VAT)","2023 July","Repair and installation of machinery and equipment (33)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2023 August","Food products (10)","Base Year 2021=100","107.1783892"
"Export Industrial Price Index (Excl VAT)","2023 August","Manufacture of beverages (11)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2023 August","Tobacco products (12)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2023 August","Textiles (13)","Base Year 2021=100","103.8314038"
"Export Industrial Price Index (Excl VAT)","2023 August","Wearing apparel (14)","Base Year 2021=100","111.2657536"
"Export Industrial Price Index (Excl VAT)","2023 August","Leather and related products (15)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2023 August","Wood and wood products, except furniture (16)","Base Year 2021=100","134.1699157"
"Export Industrial Price Index (Excl VAT)","2023 August","Paper and paper products (17)","Base Year 2021=100","102.4595767"
"Export Industrial Price Index (Excl VAT)","2023 August","Printing and reproduction of recorded media (18)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2023 August","Coke and refined petroleum products (19)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2023 August","Chemicals and chemical products (20)","Base Year 2021=100","104.6087135"
"Export Industrial Price Index (Excl VAT)","2023 August","Basic pharmaceutical products and preparations (21)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2023 August","Rubber and plastic products (22)","Base Year 2021=100","128.2423717"
"Export Industrial Price Index (Excl VAT)","2023 August","Other non-metallic mineral products (23)","Base Year 2021=100","109.9244497"
"Export Industrial Price Index (Excl VAT)","2023 August","Basic metals (24)","Base Year 2021=100","115.316613"
"Export Industrial Price Index (Excl VAT)","2023 August","Fabricated metal products, except machinery and equipment (25)","Base Year 2021=100","114.5250937"
"Export Industrial Price Index (Excl VAT)","2023 August","Computer, electronic and optical products (26)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2023 August","Electrical equipment (27)","Base Year 2021=100","122.2157717"
"Export Industrial Price Index (Excl VAT)","2023 August","Machinery and equipment n.e.c. (28)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2023 August","Motor vehicles, trailers and semi-trailers (29)","Base Year 2021=100","100.3817401"
"Export Industrial Price Index (Excl VAT)","2023 August","Other transport equipment (30)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2023 August","Furniture (31)","Base Year 2021=100","112.3120424"
"Export Industrial Price Index (Excl VAT)","2023 August","Other manufacturing (32)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2023 August","Mining and quarrying (05 to 09)","Base Year 2021=100","98.5137288"
"Export Industrial Price Index (Excl VAT)","2023 August","Repair and installation of machinery and equipment (33)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2023 September","Food products (10)","Base Year 2021=100","107.3567904"
"Export Industrial Price Index (Excl VAT)","2023 September","Manufacture of beverages (11)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2023 September","Tobacco products (12)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2023 September","Textiles (13)","Base Year 2021=100","103.8318203"
"Export Industrial Price Index (Excl VAT)","2023 September","Wearing apparel (14)","Base Year 2021=100","111.2688016"
"Export Industrial Price Index (Excl VAT)","2023 September","Leather and related products (15)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2023 September","Wood and wood products, except furniture (16)","Base Year 2021=100","134.1884117"
"Export Industrial Price Index (Excl VAT)","2023 September","Paper and paper products (17)","Base Year 2021=100","102.4918722"
"Export Industrial Price Index (Excl VAT)","2023 September","Printing and reproduction of recorded media (18)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2023 September","Coke and refined petroleum products (19)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2023 September","Chemicals and chemical products (20)","Base Year 2021=100","104.9640506"
"Export Industrial Price Index (Excl VAT)","2023 September","Basic pharmaceutical products and preparations (21)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2023 September","Rubber and plastic products (22)","Base Year 2021=100","128.3515327"
"Export Industrial Price Index (Excl VAT)","2023 September","Other non-metallic mineral products (23)","Base Year 2021=100","109.7835531"
"Export Industrial Price Index (Excl VAT)","2023 September","Basic metals (24)","Base Year 2021=100","115.5223891"
"Export Industrial Price Index (Excl VAT)","2023 September","Fabricated metal products, except machinery and equipment (25)","Base Year 2021=100","113.5960803"
"Export Industrial Price Index (Excl VAT)","2023 September","Computer, electronic and optical products (26)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2023 September","Electrical equipment (27)","Base Year 2021=100","122.3913154"
"Export Industrial Price Index (Excl VAT)","2023 September","Machinery and equipment n.e.c. (28)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2023 September","Motor vehicles, trailers and semi-trailers (29)","Base Year 2021=100","100.3817424"
"Export Industrial Price Index (Excl VAT)","2023 September","Other transport equipment (30)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2023 September","Furniture (31)","Base Year 2021=100","112.325398"
"Export Industrial Price Index (Excl VAT)","2023 September","Other manufacturing (32)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2023 September","Mining and quarrying (05 to 09)","Base Year 2021=100","100.7264336"
"Export Industrial Price Index (Excl VAT)","2023 September","Repair and installation of machinery and equipment (33)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2023 October","Food products (10)","Base Year 2021=100","107.5351821"
"Export Industrial Price Index (Excl VAT)","2023 October","Manufacture of beverages (11)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2023 October","Tobacco products (12)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2023 October","Textiles (13)","Base Year 2021=100","103.8283042"
"Export Industrial Price Index (Excl VAT)","2023 October","Wearing apparel (14)","Base Year 2021=100","111.2430699"
"Export Industrial Price Index (Excl VAT)","2023 October","Leather and related products (15)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2023 October","Wood and wood products, except furniture (16)","Base Year 2021=100","130.8428643"
"Export Industrial Price Index (Excl VAT)","2023 October","Paper and paper products (17)","Base Year 2021=100","102.21923"
"Export Industrial Price Index (Excl VAT)","2023 October","Printing and reproduction of recorded media (18)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2023 October","Coke and refined petroleum products (19)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2023 October","Chemicals and chemical products (20)","Base Year 2021=100","105.174686"
"Export Industrial Price Index (Excl VAT)","2023 October","Basic pharmaceutical products and preparations (21)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2023 October","Rubber and plastic products (22)","Base Year 2021=100","128.4736136"
"Export Industrial Price Index (Excl VAT)","2023 October","Other non-metallic mineral products (23)","Base Year 2021=100","109.7743667"
"Export Industrial Price Index (Excl VAT)","2023 October","Basic metals (24)","Base Year 2021=100","114.9219094"
"Export Industrial Price Index (Excl VAT)","2023 October","Fabricated metal products, except machinery and equipment (25)","Base Year 2021=100","113.3219849"
"Export Industrial Price Index (Excl VAT)","2023 October","Computer, electronic and optical products (26)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2023 October","Electrical equipment (27)","Base Year 2021=100","122.5359801"
"Export Industrial Price Index (Excl VAT)","2023 October","Machinery and equipment n.e.c. (28)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2023 October","Motor vehicles, trailers and semi-trailers (29)","Base Year 2021=100","100.3817228"
"Export Industrial Price Index (Excl VAT)","2023 October","Other transport equipment (30)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2023 October","Furniture (31)","Base Year 2021=100","112.2126503"
"Export Industrial Price Index (Excl VAT)","2023 October","Other manufacturing (32)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2023 October","Mining and quarrying (05 to 09)","Base Year 2021=100","101.7588374"
"Export Industrial Price Index (Excl VAT)","2023 October","Repair and installation of machinery and equipment (33)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2023 November","Food products (10)","Base Year 2021=100","106.3276378"
"Export Industrial Price Index (Excl VAT)","2023 November","Manufacture of beverages (11)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2023 November","Tobacco products (12)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2023 November","Textiles (13)","Base Year 2021=100","103.8249635"
"Export Industrial Price Index (Excl VAT)","2023 November","Wearing apparel (14)","Base Year 2021=100","111.2186207"
"Export Industrial Price Index (Excl VAT)","2023 November","Leather and related products (15)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2023 November","Wood and wood products, except furniture (16)","Base Year 2021=100","127.5685968"
"Export Industrial Price Index (Excl VAT)","2023 November","Paper and paper products (17)","Base Year 2021=100","101.9601779"
"Export Industrial Price Index (Excl VAT)","2023 November","Printing and reproduction of recorded media (18)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2023 November","Coke and refined petroleum products (19)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2023 November","Chemicals and chemical products (20)","Base Year 2021=100","104.722363"
"Export Industrial Price Index (Excl VAT)","2023 November","Basic pharmaceutical products and preparations (21)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2023 November","Rubber and plastic products (22)","Base Year 2021=100","127.9694921"
"Export Industrial Price Index (Excl VAT)","2023 November","Other non-metallic mineral products (23)","Base Year 2021=100","109.8646928"
"Export Industrial Price Index (Excl VAT)","2023 November","Basic metals (24)","Base Year 2021=100","114.134675"
"Export Industrial Price Index (Excl VAT)","2023 November","Fabricated metal products, except machinery and equipment (25)","Base Year 2021=100","112.8665254"
"Export Industrial Price Index (Excl VAT)","2023 November","Computer, electronic and optical products (26)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2023 November","Electrical equipment (27)","Base Year 2021=100","122.2694459"
"Export Industrial Price Index (Excl VAT)","2023 November","Machinery and equipment n.e.c. (28)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2023 November","Motor vehicles, trailers and semi-trailers (29)","Base Year 2021=100","100.3817387"
"Export Industrial Price Index (Excl VAT)","2023 November","Other transport equipment (30)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2023 November","Furniture (31)","Base Year 2021=100","112.1055226"
"Export Industrial Price Index (Excl VAT)","2023 November","Other manufacturing (32)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2023 November","Mining and quarrying (05 to 09)","Base Year 2021=100","96.34166504"
"Export Industrial Price Index (Excl VAT)","2023 November","Repair and installation of machinery and equipment (33)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2023 December","Food products (10)","Base Year 2021=100","106.3381218"
"Export Industrial Price Index (Excl VAT)","2023 December","Manufacture of beverages (11)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2023 December","Tobacco products (12)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2023 December","Textiles (13)","Base Year 2021=100","103.8320705"
"Export Industrial Price Index (Excl VAT)","2023 December","Wearing apparel (14)","Base Year 2021=100","111.2706332"
"Export Industrial Price Index (Excl VAT)","2023 December","Leather and related products (15)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2023 December","Wood and wood products, except furniture (16)","Base Year 2021=100","127.7237908"
"Export Industrial Price Index (Excl VAT)","2023 December","Paper and paper products (17)","Base Year 2021=100","102.5112786"
"Export Industrial Price Index (Excl VAT)","2023 December","Printing and reproduction of recorded media (18)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2023 December","Coke and refined petroleum products (19)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2023 December","Chemicals and chemical products (20)","Base Year 2021=100","104.6363305"
"Export Industrial Price Index (Excl VAT)","2023 December","Basic pharmaceutical products and preparations (21)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2023 December","Rubber and plastic products (22)","Base Year 2021=100","128.5457153"
"Export Industrial Price Index (Excl VAT)","2023 December","Other non-metallic mineral products (23)","Base Year 2021=100","109.7620172"
"Export Industrial Price Index (Excl VAT)","2023 December","Basic metals (24)","Base Year 2021=100","115.432044"
